,_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,scores,SchemeType,geocode,RightToReply,Distance,NewRatingPending,meta,links
11,64a842f9c0f991748bd52b23,694073,0,PI/000007353,New Eltham Social Club,Pub/bar/nightclub,7843,32 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BD,,5,fhrs_5_en-gb,2022-06-07T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0747098, 'latitude': 51.4386363}",,4645.814504371575,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694073'}]"
12,64a842f9c0f991748bd52b24,1402972,0,14686,Yasaka Sushi,Takeaway/sandwich shop,7844,46 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BJ,,5,fhrs_5_en-gb,2021-09-21T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0755201, 'latitude': 51.4392473}",,4645.807295344948,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1402972'}]"
13,64a842f9c0f991748bd52b25,1471938,0,15033,Freestyle Feasts,Restaurant/Cafe/Canteen,1,32 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BD,,5,fhrs_5_en-gb,2022-08-09T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0747098, 'latitude': 51.4386363}",,4645.814504371575,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1471938'}]"
14,64a842f9c0f991748bd52b26,695744,0,PI/000193386,Eltham Green School Nursery Ltd,Caring Premises,5,Eltham Green Nursery Teynham House 41 Alderwood Road,,Avery Hill,Greenwich,SE9 2LR,,5,fhrs_5_en-gb,2022-07-12T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0845770016312599, 'latitude': 51.4484481811523}",,4645.81371013783,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/695744'}]"
15,64a842f9c0f991748bd52b32,1388279,0,14537,Premier,Retailers - other,4613,73 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BJ,,4,fhrs_4_en-gb,2021-06-19T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 10, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0756288, 'latitude': 51.43974}",,4645.82137435694,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1388279'}]"
16,64a842f9c0f991748bd52b33,694078,0,PI/000007452,NEW ELTHAM GRILL,Takeaway/sandwich shop,7844,75 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BJ,,5,fhrs_5_en-gb,2021-07-06T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0756871, 'latitude': 51.4397569}",,4645.819864485804,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694078'}]"
17,64a842f9c0f991748bd52b35,1069655,0,PI/000207269,Mandarin House,Restaurant/Cafe/Canteen,1,67 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BJ,,5,fhrs_5_en-gb,2020-02-10T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0754082, 'latitude': 51.439636}",,4645.825620363613,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1069655'}]"
18,64a842f9c0f991748bd52b3b,1007104,0,PI/000202313,Crumbs,Restaurant/Cafe/Canteen,1,65 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BJ,,4,fhrs_4_en-gb,2021-11-11T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 10}",FHRS,"{'longitude': 0.0753495, 'latitude': 51.43961}",,4645.82681151221,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1007104'}]"
19,64a842f9c0f991748bd52b3e,694050,0,PI/000002099,Gill's eells,Mobile caterer,7846,37 Alderwood Road,,Avery Hill,Greenwich,SE9 2JY,,5,fhrs_5_en-gb,2020-10-08T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0844461, 'latitude': 51.4488282}",,4645.83241398391,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694050'}]"
20,64a842f9c0f991748bd52b41,1049179,0,PI/000206160,New Eltham Fish and Chips - Kebab,Takeaway/sandwich shop,7844,63 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BJ,,5,fhrs_5_en-gb,2020-09-21T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0752624, 'latitude': 51.4395936}",,4645.829391423065,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1049179'}]"
21,64a842f9c0f991748bd52b46,1270497,0,13665,The Bubble & Sausage,Restaurant/Cafe/Canteen,1,61 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BJ,,5,fhrs_5_en-gb,2021-02-01T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0752176, 'latitude': 51.4395584}",,4645.829737978837,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1270497'}]"
22,64a842f9c0f991748bd52b4b,1151391,0,12595,CH&Co Group Ltd,Caring Premises,5,185 Bostall Hill,,Abbey Wood,Greenwich,SE2 0GB,,5,fhrs_5_en-gb,2021-04-07T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.1181193, 'latitude': 51.4826873}",,4645.8453657842665,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1151391'}]"
23,64a842f9c0f991748bd52b52,1494355,0,15127,ISHA SPICE,Takeaway/sandwich shop,7844,31 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BD,,5,fhrs_5_en-gb,2022-06-13T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0737691, 'latitude': 51.4387117}",,4645.851619419845,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1494355'}]"
24,64a842f9c0f991748bd52b53,1494354,0,15126,Ruchita Tandoori,Takeaway/sandwich shop,7844,31 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BD,,5,fhrs_5_en-gb,2022-06-13T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0737691, 'latitude': 51.4387117}",,4645.851619419845,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1494354'}]"
25,64a842f9c0f991748bd52b55,1357498,0,14243,Pizza lover,Takeaway/sandwich shop,7844,29 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BD,,5,fhrs_5_en-gb,2021-06-19T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0737243, 'latitude': 51.4386765}",,4645.851966098121,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1357498'}]"
26,64a842f9c0f991748bd52b56,706401,0,PI/000195100,Pizza Hot 4 U,Other catering premises,7841,29 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BD,,5,fhrs_5_en-gb,2021-06-19T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0737243, 'latitude': 51.4386765}",,4645.851966098121,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/706401'}]"
27,64a842f9c0f991748bd52b57,1212986,0,13227,Lai Loi Street,Takeaway/sandwich shop,7844,25 Avery Hill Road,,Avery Hill,Greenwich,SE9 2BD,,5,fhrs_5_en-gb,2020-09-05T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0736352, 'latitude': 51.4386152}",,4645.85297453692,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1212986'}]"
28,64a842f9c0f991748bd52b59,893292,0,PI/000199812,Cinar Village Market Limited,Retailers - other,4613,400 - 402 Footscray Road,,Eltham,Greenwich,SE9 3TU,,5,fhrs_5_en-gb,2019-01-10T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0721456, 'latitude': 51.4371757}",,4645.854647696739,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/893292'}]"
29,64a842f9c0f991748bd52b5b,944956,0,PI/000172049,Laabham Ltd,Retailers - other,4613,404 Footscray Road,,Eltham,Greenwich,SE9 3TU,,5,fhrs_5_en-gb,2020-01-20T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0722594, 'latitude': 51.4371467}",,4645.8494294189095,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/944956'}]"
30,64a842f9c0f991748bd52b5f,694323,0,PI/000058591,Pope Street Bar & Kitchen Limited,Restaurant/Cafe/Canteen,1,396 Footscray Road,,Eltham,Greenwich,SE9 3TU,,5,fhrs_5_en-gb,2021-08-25T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0720067, 'latitude': 51.437286}",,4645.863760468378,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694323'}]"
31,64a842f9c0f991748bd52b6b,1386911,0,14502,Montbelle Primary School,School/college/university,7845,Montbelle School Milverton Way,,Eltham,Greenwich,SE9 3EY,,5,fhrs_5_en-gb,2021-10-04T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0618139989674091, 'latitude': 51.4274749755859}",,4645.876782890693,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1386911'}]"
32,64a842f9c0f991748bd52b6c,695213,0,PI/000178076,The Alpha Club,Caring Premises,5,Montbelle School Milverton Way,,Eltham,Greenwich,SE9 3EY,,5,fhrs_5_en-gb,2020-01-20T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0618139989674091, 'latitude': 51.4274749755859}",,4645.876782890693,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/695213'}]"
33,64a842f9c0f991748bd52b70,1475383,0,PI/000004545,Avery Hill Youth Hub,Caring Premises,5,Anstridge Road,,Avery Hill,Greenwich,SE9 2LL,,5,fhrs_5_en-gb,2022-07-27T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0828111502022485, 'latitude': 51.4482069000091}",,4645.869333382007,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1475383'}]"
34,64a842f9c0f991748bd52b78,984924,0,PI/000136563,Village Nursery,Caring Premises,5,98 Sparrows Lane,,Eltham,Greenwich,SE9 2BT,,5,fhrs_5_en-gb,2021-03-29T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0757185, 'latitude': 51.4422222}",,4645.909027743454,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/984924'}]"
35,64a842f9c0f991748bd52b7e,1514702,0,15193,Churros Libre,Mobile caterer,7846,47 Sparrows Lane,,Eltham,Greenwich,SE9 2BP,,5,fhrs_5_en-gb,2022-05-24T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0743322, 'latitude': 51.440977}",,4645.9140352388185,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1514702'}]"
